CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,SatisfactionScore,Churn
CUST000105,Male,21,0,No,No,51,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Bank Transfer,60.06,3070.0,0,3,No
CUST000106,Female,56,0,Yes,Yes,25,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-to-month,Bank Transfer,63.79,1606.0,1,5,No
CUST000107,Female,49,0,No,No,68,No,Cable,No,Yes,No,No,Yes,No,Month-to-month,Credit Card,43.8,3004.97,4,5,Yes
CUST000108,Female,58,0,Yes,No,67,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-to-month,Credit Card,68.6,4585.45,1,5,No
CUST000109,Male,63,1,Yes,No,7,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank Transfer,38.45,323.95,2,4,No
CUST000110,Female,52,0,No,No,43,Yes,DSL,Yes,No,No,Yes,No,No,One year,Mailed Check,65.99,2815.61,1,3,No
CUST000111,Male,36,0,No,No,35,No,Cable,No,Yes,No,Yes,No,Yes,Month-to-month,Mailed Check,82.95,2921.97,1,4,Yes
CUST000112,Female,35,0,Yes,Yes,68,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Mailed Check,47.09,3154.19,3,2,Yes
CUST000113,Male,80,1,No,No,70,No,DSL,No,Yes,No,No,No,Yes,Two year,Electronic Check,50.69,3566.58,0,2,Yes
CUST000114,Male,76,1,No,No,4,Yes,Cable,Yes,No,No,Yes,No,Yes,Month-to-month,Electronic Check,70.37,332.89,1,3,Yes
CUST000115,Female,51,0,Yes,No,69,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Bank Transfer,60.83,4232.16,3,5,No
CUST000116,Female,29,0,No,No,24,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,Electronic Check,52.66,1235.13,1,2,Yes
CUST000117,Female,79,1,No,No,34,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Mailed Check,75.85,2601.23,2,3,No
CUST000118,Male,41,0,Yes,No,37,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Bank Transfer,69.25,2511.62,1,5,Yes
CUST000119,Male,75,1,Yes,Yes,70,No,Cable,Yes,Yes,No,Yes,No,Yes,Month-to-month,Mailed Check,20.0,1394.82,2,1,Yes
CUST000120,Male,64,1,No,No,39,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Electronic Check,106.87,4220.08,0,1,No
CUST000121,Female,20,0,No,No,60,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Credit Card,86.05,5181.42,0,3,Yes
CUST000122,Male,43,0,Yes,No,68,No,Cable,No,No,No,Yes,Yes,No,Month-to-month,Bank Transfer,79.44,5364.54,0,1,Yes
CUST000123,Male,57,0,Yes,Yes,53,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-to-month,Credit Card,67.2,3592.13,2,1,Yes
CUST000124,Female,32,0,No,No,37,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,One year,Mailed Check,78.67,2917.49,0,1,No
CUST000125,Female,68,1,No,No,48,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Two year,Credit Card,95.78,4634.13,3,1,Yes
CUST000126,Male,53,0,No,No,53,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-to-month,Mailed Check,66.41,3540.57,0,5,Yes
CUST000127,Male,30,0,No,No,9,No,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Two year,Credit Card,80.6,713.0,2,2,Yes
CUST000128,Female,42,0,No,No,36,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Mailed Check,101.56,3601.65,1,2,Yes
CUST000129,Female,34,0,No,No,2,No,Fiber Optic,Yes,No,Yes,No,No,No,One year,Mailed Check,62.72,181.42,0,4,No
CUST000130,Male,28,0,No,No,45,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Credit Card,74.13,3284.01,0,2,Yes
CUST000131,Female,47,0,Yes,No,64,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Bank Transfer,77.88,4988.61,2,3,Yes
CUST000132,Male,69,1,Yes,No,55,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Mailed Check,68.88,3783.48,1,2,No
CUST000133,Male,37,0,Yes,Yes,28,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,One year,Bank Transfer,79.03,2220.74,0,1,No
CUST000134,Male,32,0,No,No,5,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,One year,Mailed Check,75.23,427.61,3,3,Yes
CUST000135,Female,54,0,No,No,30,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Two year,Bank Transfer,67.23,2029.52,3,5,No
CUST000136,Female,80,1,Yes,No,50,No,Cable,No,Yes,No,No,No,Yes,One year,Mailed Check,88.48,4374.28,1,5,Yes
CUST000137,Male,63,1,Yes,Yes,31,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Two year,Mailed Check,73.0,2246.19,1,3,No
CUST000138,Female,29,0,No,No,11,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Electronic Check,72.57,773.29,0,4,No
CUST000139,Male,75,1,Yes,No,71,No,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Mailed Check,36.77,2586.64,1,1,Yes
CUST000140,Female,64,1,Yes,Yes,31,Yes,Fiber Optic,No,No,No,No,No,No,Month-to-month,Credit Card,65.54,2007.79,4,5,No
CUST000141,Female,48,0,Yes,No,25,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Mailed Check,35.28,938.13,0,2,No
CUST000142,Female,70,1,No,No,35,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,Two year,Electronic Check,92.47,3274.73,5,4,No
CUST000143,Female,58,0,Yes,Yes,17,No,Fiber Optic,No,Yes,No,No,No,No,Month-to-month,Bank Transfer,96.23,1660.11,1,5,Yes
CUST000144,Male,24,0,No,No,10,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-to-month,Credit Card,66.55,658.99,1,4,Yes
CUST000145,Female,27,0,Yes,Yes,64,Yes,Fiber Optic,Yes,Yes,No,No,No,No,One year,Mailed Check,72.94,4649.96,1,1,No
CUST000146,Male,38,0,No,No,57,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,97.28,5552.14,0,4,Yes
CUST000147,Male,58,0,Yes,No,51,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Month-to-month,Electronic Check,79.67,4072.45,6,5,Yes
CUST000148,Female,30,0,Yes,Yes,41,No,Cable,No,No,Yes,No,No,No,One year,Bank Transfer,60.44,2528.28,1,5,Yes
CUST000149,Male,38,0,Yes,Yes,17,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-to-month,Credit Card,77.17,1318.48,0,4,Yes
CUST000150,Female,38,0,Yes,No,23,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed Check,34.26,843.64,2,5,No
CUST000151,Female,61,1,No,No,52,No,Cable,No,Yes,Yes,Yes,Yes,No,Month-to-month,Credit Card,60.98,3175.47,2,2,Yes
CUST000152,Female,65,1,Yes,No,72,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Electronic Check,61.53,4424.13,2,3,No
CUST000153,Male,46,0,Yes,Yes,11,No,Cable,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Bank Transfer,50.52,567.34,0,2,Yes
CUST000154,Female,36,0,Yes,Yes,37,No,Cable,Yes,No,Yes,Yes,Yes,Yes,One year,Credit Card,72.49,2713.51,0,4,No
CUST000155,Female,58,0,No,No,34,Yes,DSL,No,No,No,No,No,No,One year,Electronic Check,66.62,2292.79,1,4,No
CUST000156,Male,72,1,No,No,45,No,Fiber Optic,Yes,No,No,No,No,No,Month-to-month,Credit Card,99.64,4491.74,0,4,No
CUST000157,Male,20,0,No,No,6,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Two year,Bank Transfer,43.84,222.12,2,3,Yes
CUST000158,Male,34,0,No,No,46,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,Electronic Check,81.0,3691.61,2,1,Yes
CUST000159,Female,51,0,Yes,Yes,28,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-to-month,Electronic Check,92.67,2547.14,1,3,No
CUST000160,Male,42,0,Yes,Yes,17,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Electronic Check,60.95,1083.74,2,2,No
CUST000161,Female,40,0,No,No,49,Yes,Cable,No,Yes,Yes,No,Yes,No,Month-to-month,Credit Card,61.91,3063.33,1,3,No
CUST000162,Female,49,0,Yes,Yes,30,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Credit Card,54.41,1663.83,1,1,Yes
CUST000163,Female,18,0,Yes,Yes,8,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-to-month,Bank Transfer,81.6,602.28,0,2,Yes
CUST000164,Female,52,0,No,No,19,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Electronic Check,38.08,717.92,2,5,Yes
CUST000165,Male,25,0,Yes,No,22,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One year,Electronic Check,57.26,1239.92,0,4,No
CUST000166,Male,34,0,No,No,8,No,DSL,Yes,No,Yes,No,Yes,No,One year,Electronic Check,64.07,479.97,0,5,Yes
CUST000167,Male,33,0,No,No,1,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Bank Transfer,65.46,38.01,0,1,Yes
CUST000168,Male,50,0,Yes,Yes,15,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Mailed Check,40.73,551.91,0,2,Yes
CUST000169,Male,65,1,No,No,38,No,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Bank Transfer,73.07,2792.97,0,1,No
CUST000170,Female,66,1,No,No,0,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Month-to-month,Credit Card,56.37,47.67,1,5,Yes
CUST000171,Male,47,0,Yes,Yes,47,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Bank Transfer,53.16,2549.65,2,4,No
CUST000172,Female,38,0,No,No,41,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Mailed Check,75.76,3060.65,2,3,No
CUST000173,Female,46,0,No,No,26,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Credit Card,90.32,2404.53,1,4,Yes
CUST000174,Male,34,0,Yes,No,38,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Credit Card,43.83,1621.23,0,4,No
CUST000175,Female,55,0,Yes,Yes,10,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Mailed Check,70.05,739.1,1,4,Yes
CUST000176,Female,61,1,Yes,Yes,48,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,20.0,904.16,2,5,No
CUST000177,Female,49,0,No,No,37,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two year,Bank Transfer,90.33,3339.77,2,4,No
CUST000178,Female,50,0,No,No,72,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-to-month,Credit Card,57.22,4176.72,0,1,Yes
CUST000179,Male,35,0,Yes,No,30,No,None,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit Card,52.43,1534.03,0,5,No
